Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags,Image URL
JP12,FALSE,TRUE,36493,Asian Art,Woodblock print,"冨嶽三十六景　駿州江尻|Ejiri in Suruga Province (Sunshū Ejiri), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,10 x 14 3/5 in. (25.4 x 37.1 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36493,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Landscapes|Working|Human Figures,https://images.metmuseum.org/CRDImages/as/web-large/DP140977.jpg
JP13,FALSE,TRUE,36494,Asian Art,Woodblock print,"冨嶽三十六景　身延川裏不二|View from the Other Side of Fuji from the Minobu River (Minobugawa ura Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 3/4 in. (25.1 x 37.5 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36494,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Horses|Mountains|Landscapes|Trees,https://images.metmuseum.org/CRDImages/as/web-large/DP140978.jpg
JP14,FALSE,TRUE,36495,Asian Art,Woodblock print,"冨嶽三十六景　甲州三坂水面|Reflection in Lake at Misaka in Kai Province (Kōshū Misaka suimen), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,9 4/5 x 14 9/16 in. (24.9 x 37.0 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36495,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Lakes|Mountains|Trees|Boats,https://images.metmuseum.org/CRDImages/as/web-large/DP140993.jpg
JP15,FALSE,TRUE,36496,Asian Art,Woodblock print,"冨嶽三十六景　相州七里浜|Shichirigahama in Sagami Province (Sōshū Shichirigahama), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,10 1/8 x 15 in. (25.7 x 38.1 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36496,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,https://images.metmuseum.org/CRDImages/as/web-large/DP140979.jpg
JP16,FALSE,TRUE,36497,Asian Art,Woodblock print,"冨嶽三十六景　武州玉川|Tama River in Musashi Province (Bushū Tamagawa), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,10 1/8 x 14 3/4 in. (25.7 x 37.5 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36497,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Rivers|Mountains|Landscapes|Trees|Boats,https://images.metmuseum.org/CRDImages/as/web-large/DP140980.jpg
JP17,FALSE,TRUE,36498,Asian Art,Woodblock print,"冨嶽三十六景　相州箱根湖水|The Lake at Hakone in Sagami Province (Sōshū Hakone kosui), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,10 1/8 x 15 in. (25.7 x 38.1 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36498,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Lakes|Mountains|Landscapes|Trees,https://images.metmuseum.org/CRDImages/as/web-large/DP140992.jpg
JP18,FALSE,TRUE,36499,Asian Art,Woodblock print,"冨嶽三十六景　甲州三島越|Mishima Pass in Kai Province (Kōshū Mishima goe), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1832,Polychrome woodblock print; ink and color on paper,9 3/5 x 14 3/8 in. (24.4 x 36.5 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36499,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Volcanoes|Trees,https://images.metmuseum.org/CRDImages/as/web-large/DP140981.jpg
JP19,FALSE,TRUE,36500,Asian Art,Woodblock print,"冨嶽三十六景　尾州不二見原|Fujimigahara in Owari Province (Bishū Fujimigahara), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,9 15/32 x 15 5/16 in. (24.1 x 38.9 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36500,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Men|Trees|Working,https://images.metmuseum.org/CRDImages/as/web-large/DP140982.jpg
JP20,FALSE,TRUE,36501,Asian Art,Woodblock print,"「冨嶽三十六景　相州梅沢左」|“Umezawa Manor in Sagami Province,” from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei, Sōshū Umezawa zai)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,10 1/8 x 15 1/8 in. (25.7 x 38.4 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36501,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Birds|Mountains,https://images.metmuseum.org/CRDImages/as/web-large/DP140983.jpg
JP21,FALSE,TRUE,36502,Asian Art,Woodblock print,"冨嶽三十六景　上総の海路|At Sea off Kazusa (Kazusa no kairo), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,10 3/32 x 14 3/4 in. (25.6 x 37.5 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36502,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Seas|Mountains|Ships,https://images.metmuseum.org/CRDImages/as/web-large/DP140984.jpg
JP22,FALSE,TRUE,36503,Asian Art,Woodblock print,"冨嶽三十六景　相州江の島|Enoshima in Sagami Province (Sōshū Enoshima), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,10 1/8 x 14 7/8 in. (25.7 x 37.8 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36503,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Mountains|Landscapes|Boats,https://images.metmuseum.org/CRDImages/as/web-large/DP140985.jpg
JP23,FALSE,TRUE,36504,Asian Art,Woodblock print,"冨嶽三十六景　武陽佃島|Tsukudajima in Musashi Province (Buyō Tsukudajima), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,10 1/5 x 15 1/8 in. (25.9 x 38.4 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36504,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Boats,https://images.metmuseum.org/CRDImages/as/web-large/DP140986.jpg
JP24,FALSE,TRUE,36505,Asian Art,Woodblock print,"冨嶽三十六景　遠江山中|In the Mountains of Tōtomi Province (Tōtomi sanchū), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,"Polychrome woodblock print; ink and color on paper
",9 15/32 x 14 3/5 in. (24.1 x 37.1 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36505,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Mountains|Working,https://images.metmuseum.org/CRDImages/as/web-large/DP140987.jpg
JP25,FALSE,TRUE,36506,Asian Art,Woodblock print,"冨嶽三十六景　遠江山中|In the Mountains of Tōtomi Province (Tōtomi sanchū), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1830,1832,Polychrome woodblock print; ink and color on paper,9 3/5 x 14 29/32 in. (24.4 x 37.9 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36506,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Men|Mountains,https://images.metmuseum.org/CRDImages/as/web-large/DP140988.jpg
JP26,FALSE,TRUE,36507,Asian Art,Woodblock print,"冨嶽三十六景　武陽佃島|Tsukudajima in Musashi Province (Buyō Tsukudajima), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,9 15/32 x 14 3/8 in. (24.1 x 36.5 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36507,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Boats,https://images.metmuseum.org/CRDImages/as/web-large/DP140989.jpg
JP27,FALSE,TRUE,36508,Asian Art,Woodblock print,"冨嶽三十六景　常州牛掘|Ushibori in Hitachi Province (Jōshū Ushibori), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,9 11/16 x 14 7/16 in. (24.6 x 36.7 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36508,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Mountains|Boats,https://images.metmuseum.org/CRDImages/as/web-large/DP140994.jpg
JP28,FALSE,TRUE,36509,Asian Art,Woodblock print,"冨嶽三十六景　青山円座松|Cushion Pine at Aoyama (Aoyama enza no matsu), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830‚Äì32,1820,1842,Polychrome woodblock print; ink and color on paper,10 x 15 in. (25.4 x 38.1 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36509,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes|Trees,https://images.metmuseum.org/CRDImages/as/web-large/DP140995.jpg
JP660,FALSE,TRUE,37107,Asian Art,Woodblock print,雪松に鶴|Cranes on Branch of Snow-covered Pine,Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,late 1820s,1825,1829,Polychrome woodblock print; ink and color on paper,20 3/8 x 9 1/8 in. (51.8 x 23.2 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911 Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37107,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Cranes|Trees|Snow,https://images.metmuseum.org/CRDImages/as/web-large/DP146847.jpg
JP741,FALSE,TRUE,37189,Asian Art,Print,高根山与一右ェ門　千田川吉五郎|The Sumo Wrestlers Takaneyama Yoichiemon and Sendagawa Kichigorō,Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1790‚Äì93,1790,1793,Polychrome woodblock print; ink and color on paper,H. 12 1/3 ( 30.6 cm; W.  5 3/32 in. (12.9 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37189,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Men|Sports,https://images.metmuseum.org/CRDImages/as/web-large/DP148842.jpg
JP742,FALSE,TRUE,37190,Asian Art,Print,The Sumo Wrestlers Wadagahara Jinshirō and Kachōzan Gorokichi,Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1783,1773,1793,Polychrome woodblock print; ink and color on paper,12 1/32 x 5 3/32 in. (30.6 x 12.9 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37190,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Sports,https://images.metmuseum.org/CRDImages/as/web-large/DP148843.jpg
JP743,FALSE,TRUE,37191,Asian Art,Print,Chinese Boys Learning to Write and Paint,Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1785,1775,1795,Polychrome woodblock print; ink and color on paper,15 3/8 x 10 1/8 in. (39.1 x 25.7 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37191,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Painting|Boys|Writing,https://images.metmuseum.org/CRDImages/as/web-large/DP123610.jpg
JP747,FALSE,TRUE,37192,Asian Art,Print,葛飾北斎画　燕子花|Grasshopper and Iris,Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,late 1820s,1824,1829,Polychrome woodblock print; ink and color on paper,Overall: 9 3/4 x 14 3/16in. (24.8 x 36 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37192,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Insects|Flowers,https://images.metmuseum.org/CRDImages/as/web-large/DP141267.jpg
JP748,FALSE,TRUE,37193,Asian Art,Print,,Japan,Edo period (1615‚Äì1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760‚Äì1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1814,1814,1814,Detached plate from a woodblock printed book; ink and color on paper,7 31/32 x 12 1/2 in. (20.3 x 31.8 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37193,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Mountains|Landscapes|Winter|Snow,https://images.metmuseum.org/CRDImages/as/web-large/DP148844.jpg
